packaging_material,submission_id,reporting_period,organisation_id,site_id,nation,packaging_class,activity,weight_tonnes,submission_date
Glass,REC-2711-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-07-13
Wood,REC-2712-Q4 2024-SITE-D-WD01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2024-12-29
Paper/card,REC-2713-2024-Q3-SITE-B-PC01,2024-Q3,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-03-27
Plastic,REC-2714-Q2 2024-SITE-C-PL02,2024-Q2,ORG-12345,SITE-C,Wales,Secondary,Supplied as goods,,2024-02-21
,REC-2715-2024-Q3-SITE-A-UNKNOWN,2024-Q3,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-06-07
Aluminium,REC-2716-Q2 2024-SITE-E-AL01,2024-Q2,ORG-12345,SITE-E,England,Tertiary,Exported,,2024-10-18
Steel,REC-2717-2024-Q1-SITE-Z-ST01,2024-Q1,ORG-12345,SITE-Z,,Shipment,Supplied as goods,,2024-08-19
Plastic,REC-2718-Q2 2024-SITE-A-PL02,2024-Q2,ORG-12345,SITE-A,England,Tertiary,Supplied as goods,,2024-07-21
Plastic,REC-2719-Q4 2024-SITE-C-PL02,,ORG-12345,SITE-C,Wales,Secondary,Imported,,2024-05-19
Aluminium,REC-2720-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-01-16
Paper/card,REC-2721-Q4 2024-SITE-D-PC01,,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-04-03
Wood,REC-2722-Q4 2024-SITE-C-WD01,,ORG-12345,SITE-C,Wales,Shipment,Exported,,2024-10-23
Paper/card,REC-2723-2024-Q1-SITE-B-PC01,2024-Q1,ORG-12345,SITE-B,Scotland,Secondary,Exported,,2024-09-23
Paper/card,REC-2724-Q4 2024-SITE-E-PC01,,ORG-12345,SITE-E,England,Tertiary,Supplied as goods,,2024-03-05
Paper/card,REC-2725-Q4 2024-SITE-E-PC01,,ORG-12345,SITE-E,England,Secondary,Imported,,2024-05-10
Fibre-based composite,REC-2726-2024-Q3-SITE-D-FB01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-08-18
Wood,REC-2727-2024-Q1-SITE-D-WD01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-09-06
Aluminium,REC-2728-2024-Q3-SITE-D-AL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-09-17
Other,REC-2729-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Tertiary,Supplied as goods,,2024-06-25
Steel,REC-2730-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-06-17
Other,REC-2731-2024-Q1-SITE-D-OT01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Tertiary,Imported,,2024-10-29
Glass,REC-2732-Q4 2024-SITE-E-GL01,,ORG-12345,SITE-E,England,Secondary,Imported,,2024-09-01
Glass,REC-2733-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Shipment,Exported,,2024-05-22
Glass,REC-2734-Q2 2024-SITE-B-GL01,2024-Q2,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-02-18
Aluminium,REC-2735-Q4 2024-SITE-D-AL01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-03-25
Paper/card,REC-2736-Q4 2024-SITE-E-PC01,,ORG-12345,SITE-E,England,Shipment,Supplied as goods,,2024-02-10
Fibre-based composite,REC-2737-Q4 2024-SITE-E-FB01,,ORG-12345,SITE-E,England,Tertiary,Exported,,2024-12-27
Aluminium,REC-2738-2024-Q3-SITE-B-AL01,2024-Q3,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-07-10
Plastic,REC-2739-Q2 2024-SITE-D-PL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Tertiary,Exported,,2024-08-16
Plastic,REC-2740-2024-Q1-SITE-C-PL02,2024-Q1,ORG-12345,SITE-C,Wales,Secondary,Exported,,2024-04-22
Paper/card,REC-2741-Q4 2024-SITE-E-PC01,,ORG-12345,SITE-E,England,Secondary,Imported,,2024-07-06
Paper/card,REC-2742-2024-Q1-SITE-E-PC01,2024-Q1,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-10-10
Steel,REC-2743-Q4 2024-SITE-B-ST01,,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-04-29
Glass,REC-2744-2024-Q1-SITE-D-GL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-02-22
Wood,REC-2745-2024-Q1-SITE-D-WD01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Tertiary,Imported,,2024-03-09
Fibre-based composite,REC-2746-2024-Q3-SITE-E-FB01,2024-Q3,ORG-12345,SITE-E,England,Primary,Supplied as goods,,2024-06-10
Steel,REC-2747-2024-Q3-SITE-A-ST01,2024-Q3,ORG-12345,SITE-A,England,Tertiary,Exported,,2024-03-08
Fibre-based composite,REC-2748-2024-Q1-SITE-B-FB01,2024-Q1,ORG-12345,SITE-B,Scotland,Shipment,Supplied as goods,,2024-08-13
Other,REC-2749-Q4 2024-SITE-B-OT01,,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-09-24
Plastic,REC-2750-Q4 2024-SITE-D-PL02,,ORG-12345,SITE-D,Northern Ireland,Primary,Imported,,2024-05-04
Plastic,REC-2751-2024-Q1-SITE-C-PL02,2024-Q1,ORG-12345,SITE-C,Wales,Secondary,Supplied as goods,,2024-06-12
Aluminium,REC-2752-2024-Q3-SITE-B-AL01,2024-Q3,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-07-25
Aluminium,REC-2753-2024-Q3-SITE-B-AL01,2024-Q3,ORG-12345,SITE-B,Scotland,Tertiary,Supplied as goods,,2024-08-23
Aluminium,REC-2754-2024-Q3-SITE-D-AL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Shipment,Supplied as goods,,2024-02-15
Glass,REC-2755-Q2 2024-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Secondary,Exported,,2024-11-19
Aluminium,REC-2756-2024-Q1-SITE-B-AL01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-11-03
Plastic,REC-2757-Q4 2024-SITE-C-PL02,,ORG-12345,SITE-C,Wales,Tertiary,Imported,,2024-03-19
Fibre-based composite,REC-2758-Q4 2024-SITE-B-FB01,,ORG-12345,SITE-B,Scotland,Tertiary,Imported,,2024-10-24
Steel,REC-2759-2024-Q3-SITE-E-ST01,2024-Q3,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-09-02
Plastic,REC-2760-Q4 2024-SITE-D-PL01,,ORG-12345,SITE-D,Northern Ireland,Shipment,Exported,,2024-08-13
Plastic,REC-2761-Q2 2024-SITE-E-PL01,2024-Q2,ORG-12345,SITE-E,England,Primary,Supplied as goods,,2024-02-07
Glass,REC-2762-2024-Q1-SITE-B-GL01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-05-26
Other,REC-2763-2024-Q3-SITE-B-OT01,2024-Q3,ORG-12345,SITE-B,Scotland,Shipment,Supplied as goods,,2024-05-20
Aluminium,REC-2764-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Primary,Supplied as goods,,2024-04-02
Paper/card,REC-2765-Q2 2024-SITE-A-PC01,2024-Q2,ORG-12345,SITE-A,England,Tertiary,Imported,,2024-06-08
Paper/card,REC-2766-Q4 2024-SITE-B-PC01,,ORG-12345,SITE-B,Scotland,Tertiary,Exported,,2024-09-29
Other,REC-2767-Q2 2024-SITE-E-OT01,2024-Q2,ORG-12345,SITE-E,England,Tertiary,Exported,,2024-04-22
Glass,REC-2768-Q4 2024-SITE-E-GL01,,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-01-18
Other,REC-2769-Q2 2024-SITE-A-OT01,2024-Q2,ORG-12345,SITE-A,England,Primary,Imported,,2024-06-01
Plastic,REC-2770-Q4 2024-SITE-E-PL02,,ORG-12345,SITE-E,England,Primary,Exported,,2024-11-23
Glass,REC-2771-Q2 2024-SITE-D-GL01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-09-17
Wood,REC-2772-2024-Q1-SITE-A-WD01,2024-Q1,ORG-12345,SITE-A,England,Secondary,Exported,,2024-04-17
Steel,REC-2773-2024-Q1-SITE-C-ST01,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-03-22
Glass,REC-2774-Q4 2024-SITE-A-GL01,,ORG-12345,SITE-A,England,Secondary,Imported,,2024-05-12
Fibre-based composite,REC-2775-2024-Q3-SITE-D-FB01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Imported,,2024-12-21
Other,REC-2776-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Tertiary,Imported,,2024-08-19
Plastic,REC-2777-2024-Q3-SITE-E-PL02,2024-Q3,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-03-25
Steel,REC-2778-2024-Q3-SITE-A-ST01,2024-Q3,ORG-12345,SITE-A,England,Primary,Supplied as goods,,2024-05-11
Paper/card,REC-2779-Q2 2024-SITE-B-PC01,2024-Q2,ORG-12345,SITE-B,Scotland,Secondary,Supplied as goods,,2024-11-07
Plastic,REC-2780-Q4 2024-SITE-E-PL02,,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-11-12
Wood,REC-2781-2024-Q3-SITE-C-WD01,2024-Q3,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-04-02
Plastic,REC-2782-2024-Q1-SITE-C-PL02,2024-Q1,ORG-12345,SITE-C,Wales,Shipment,Exported,,2024-04-16
Plastic,REC-2783-Q4 2024-SITE-D-PL01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-07-28
Aluminium,REC-2784-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Primary,Supplied as goods,,2024-11-26
Plastic,REC-2785-2024-Q3-SITE-D-PL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Imported,,2024-10-07
Paper/card,REC-2786-Q2 2024-SITE-E-PC01,2024-Q2,ORG-12345,SITE-E,England,Tertiary,Exported,,2024-10-18
Glass,REC-2787-Q4 2024-SITE-B-GL01,,ORG-12345,SITE-B,Scotland,Tertiary,Imported,,2024-01-24
Other,REC-2788-2024-Q3-SITE-C-OT01,2024-Q3,ORG-12345,SITE-C,Wales,Secondary,Imported,,2024-12-06
Paper/card,REC-2789-Q2 2024-SITE-B-PC01,2024-Q2,ORG-12345,SITE-B,Scotland,Tertiary,Imported,,2024-04-17
Paper/card,REC-2790-Q2 2024-SITE-D-PC01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-08-30
Glass,REC-2791-2024-Q1-SITE-B-GL01,2024-Q1,ORG-12345,SITE-B,Scotland,Shipment,Imported,,2024-04-10
Glass,REC-2792-2024-Q1-SITE-E-GL01,2024-Q1,ORG-12345,SITE-E,England,Primary,Imported,,2024-11-20
Fibre-based composite,REC-2793-Q2 2024-SITE-A-FB01,2024-Q2,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-08-06
Plastic,REC-2794-2024-Q3-SITE-E-PL01,2024-Q3,ORG-12345,SITE-E,England,Secondary,Imported,,2024-04-23
Glass,REC-2795-Q2 2024-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Primary,Imported,,2024-02-22
Plastic,REC-2796-Q2 2024-SITE-C-PL01,2024-Q2,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-11-27
Glass,REC-2797-2024-Q1-SITE-A-GL01,2024-Q1,ORG-12345,SITE-A,England,Primary,Supplied as goods,,2024-05-07
Fibre-based composite,REC-2798-Q2 2024-SITE-A-FB01,2024-Q2,ORG-12345,SITE-A,England,Tertiary,Supplied as goods,,2024-09-19
Plastic,REC-2799-2024-Q1-SITE-D-PL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Secondary,Imported,,2024-08-25
Glass,REC-2800-2024-Q1-SITE-A-GL01,2024-Q1,ORG-12345,SITE-A,England,Secondary,Imported,,2024-06-29
Aluminium,REC-2801-2024Q2-SITE-A-AL01,2024-Q2,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-12-17
Glass,REC-2802-Q4 2024-SITE-B-GL01,,ORG-12345,SITE-B,Scotland,Tertiary,Supplied as goods,,2024-01-21
Steel,REC-2803-Q2 2024-SITE-C-ST01,2024-Q2,ORG-12345,SITE-C,Wales,Primary,Exported,,2024-03-05
Fibre-based composite,REC-2804-Q2 2024-SITE-A-FB01,2024-Q2,ORG-12345,SITE-A,England,Secondary,Imported,,2024-04-15
Wood,REC-2805-Q4 2024-SITE-D-WD01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-08-18
Aluminium,REC-2806-2024-Q1-SITE-E-AL01,2024-Q1,ORG-12345,SITE-E,England,Tertiary,Imported,,2024-08-21
Plastic,REC-2807-Q4 2024-SITE-E-PL02,,ORG-12345,SITE-E,England,Secondary,Imported,,2024-03-15
Wood,REC-2808-Q2 2024-SITE-C-WD01,2024-Q2,ORG-12345,SITE-C,Wales,Shipment,Exported,,2024-04-10
Steel,REC-2809-2024-Q1-SITE-C-ST01,2024-Q1,ORG-12345,SITE-C,Wales,Shipment,Supplied as goods,,2024-04-10
Aluminium,REC-2810-Q4 2024-SITE-B-AL01,,ORG-12345,SITE-B,Scotland,Secondary,Imported,,2024-05-24
Wood,REC-2811-2024-Q3-SITE-E-WD01,2024-Q3,ORG-12345,SITE-E,England,Shipment,Supplied as goods,,2024-05-09
Fibre-based composite,REC-2812-Q4 2024-SITE-C-FB01,,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-04-25
Other,REC-2813-2024-Q1-SITE-A-OT01,2024-Q1,ORG-12345,SITE-A,England,Secondary,Exported,,2024-07-06
Aluminium,REC-2814-2024-Q3-SITE-D-AL01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Shipment,Imported,,2024-03-01
,REC-2815-Q2 2024-SITE-A-UNKNOWN,2024-Q2,ORG-12345,SITE-A,England,Tertiary,Imported,,2024-10-14
Plastic,REC-2816-Q4 2024-SITE-D-PL02,,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-03-03
Steel,REC-2817-Q2 2024-SITE-Z-ST01,2024-Q2,ORG-12345,SITE-Z,,Primary,Imported,,2024-02-10
Fibre-based composite,REC-2818-Q4 2024-SITE-C-FB01,,ORG-12345,SITE-C,Wales,Tertiary,Imported,,2024-08-14
Wood,REC-2819-2024-Q1-SITE-D-WD01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-12-17
Steel,REC-2820-Q2 2024-SITE-A-ST01,2024-Q2,ORG-12345,SITE-A,England,Tertiary,Supplied as goods,,2024-09-14
Glass,REC-2821-2024-Q1-SITE-C-GL01,2024-Q1,ORG-12345,SITE-C,Wales,Shipment,Supplied as goods,,2024-09-03
Other,REC-2822-Q4 2024-SITE-C-OT01,,ORG-12345,SITE-C,Wales,Secondary,Supplied as goods,,2024-02-01
Paper/card,REC-2823-Q4 2024-SITE-C-PC01,,ORG-12345,SITE-C,Wales,Primary,Supplied as goods,,2024-10-01
Aluminium,REC-2824-2024-Q1-SITE-B-AL01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-09-12
Plastic,REC-2825-Q4 2024-SITE-D-PL02,,ORG-12345,SITE-D,Northern Ireland,Shipment,Supplied as goods,,2024-11-04
Steel,REC-2826-Q4 2024-SITE-E-ST01,,ORG-12345,SITE-E,England,Tertiary,Supplied as goods,,2024-05-05
Other,REC-2827-Q4 2024-SITE-D-OT01,,ORG-12345,SITE-D,Northern Ireland,Tertiary,Imported,,2024-11-03
Fibre-based composite,REC-2828-Q4 2024-SITE-E-FB01,,ORG-12345,SITE-E,England,Primary,Imported,,2024-01-27
Paper/card,REC-2829-Q2 2024-SITE-C-PC01,2024-Q2,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-03-15
Wood,REC-2830-Q4 2024-SITE-A-WD01,,ORG-12345,SITE-A,England,Primary,Imported,,2024-08-28
Plastic,REC-2831-Q4 2024-SITE-A-PL01,,ORG-12345,SITE-A,England,Secondary,Imported,,2024-11-05
Plastic,REC-2832-2024-Q1-SITE-E-PL01,2024-Q1,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-10-31
Other,REC-2833-2024-Q3-SITE-D-OT01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Imported,,2024-05-13
Wood,REC-2834-Q4 2024-SITE-E-WD01,,ORG-12345,SITE-E,England,Primary,Imported,,2024-11-22
Steel,REC-2835-Q2 2024-SITE-A-ST01,2024-Q2,ORG-12345,SITE-A,England,Primary,Imported,,2025-01-05
Other,REC-2836-2024-Q3-SITE-B-OT01,2024-Q3,ORG-12345,SITE-B,Scotland,Tertiary,Exported,,2024-12-31
Plastic,REC-2837-2024-Q1-SITE-D-PL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Primary,Imported,,2024-11-16
Glass,REC-2838-2024-Q1-SITE-B-GL01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Exported,,2024-05-26
Other,REC-2839-2024-Q1-SITE-B-OT01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-03-30
Plastic,REC-2840-2024-Q1-SITE-D-PL02,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Secondary,Exported,,2024-12-04
Fibre-based composite,REC-2841-2024-Q1-SITE-C-FB01,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Imported,,2024-07-27
Steel,REC-2842-2024-Q1-SITE-E-ST01,2024-Q1,ORG-12345,SITE-E,England,Tertiary,Exported,,2024-01-15
Aluminium,REC-2843-Q2 2024-SITE-E-AL01,2024-Q2,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-12-02
Steel,REC-2844-2024-Q1-SITE-A-ST01,2024-Q1,ORG-12345,SITE-A,England,Primary,Imported,,2024-12-07
Plastic,REC-2845-Q4 2024-SITE-E-PL02,,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-04-13
Steel,REC-2846-2024-Q1-SITE-A-ST01,2024-Q1,ORG-12345,SITE-A,England,Tertiary,Imported,,2024-03-30
Other,REC-2847-Q2 2024-SITE-E-OT01,2024-Q2,ORG-12345,SITE-E,England,Shipment,Exported,,2024-12-11
Wood,REC-2848-2024-Q1-SITE-E-WD01,2024-Q1,ORG-12345,SITE-E,England,Tertiary,Imported,,2024-11-13
Plastic,REC-2849-Q2 2024-SITE-A-PL02,2024-Q2,ORG-12345,SITE-A,England,Tertiary,Exported,,2024-08-09
Fibre-based composite,REC-2850-Q2 2024-SITE-A-FB01,2024-Q2,ORG-12345,SITE-A,England,Primary,Supplied as goods,,2024-03-16
Wood,REC-2851-Q2 2024-SITE-D-WD01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-05-29
Steel,REC-2852-2024-Q3-SITE-B-ST01,2024-Q3,ORG-12345,SITE-B,Scotland,Secondary,Supplied as goods,,2024-10-08
Wood,REC-2853-2024-Q3-SITE-B-WD01,2024-Q3,ORG-12345,SITE-B,Scotland,Primary,Supplied as goods,,2024-12-16
Paper/card,REC-2854-Q2 2024-SITE-B-PC01,2024-Q2,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-07-19
Aluminium,REC-2855-Q4 2024-SITE-E-AL01,,ORG-12345,SITE-E,England,Primary,Supplied as goods,,2025-01-09
Plastic,REC-2856-Q2 2024-SITE-A-PL01,2024-Q2,ORG-12345,SITE-A,England,Primary,Exported,,2024-05-18
Fibre-based composite,REC-2857-2024-Q3-SITE-A-FB01,2024-Q3,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-05-07
Fibre-based composite,REC-2858-2024-Q3-SITE-C-FB01,2024-Q3,ORG-12345,SITE-C,Wales,Secondary,Exported,,2024-01-23
Aluminium,REC-2859-Q2 2024-SITE-E-AL01,2024-Q2,ORG-12345,SITE-E,England,Tertiary,Imported,,2024-07-13
Wood,REC-2860-Q4 2024-SITE-D-WD01,,ORG-12345,SITE-D,Northern Ireland,Secondary,Supplied as goods,,2024-04-25
Glass,REC-2861-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Primary,Imported,,2024-11-09
Plastic,REC-2862-Q2 2024-SITE-B-PL02,2024-Q2,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-02-09
Steel,REC-2863-Q4 2024-SITE-B-ST01,,ORG-12345,SITE-B,Scotland,Primary,Exported,,2024-11-27
Glass,REC-2864-Q4 2024-SITE-D-GL01,,ORG-12345,SITE-D,Northern Ireland,Primary,Imported,,2024-04-20
Paper/card,REC-2865-Q2 2024-SITE-E-PC01,2024-Q2,ORG-12345,SITE-E,England,Secondary,Exported,,2024-06-27
Other,REC-2866-Q4 2024-SITE-E-OT01,,ORG-12345,SITE-E,England,Tertiary,Imported,,2024-09-24
Wood,REC-2867-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Shipment,Supplied as goods,,2024-05-20
Steel,REC-2868-Q2 2024-SITE-E-ST01,2024-Q2,ORG-12345,SITE-E,England,Shipment,Supplied as goods,,2024-06-30
Aluminium,REC-2869-Q2 2024-SITE-B-AL01,2024-Q2,ORG-12345,SITE-B,Scotland,Shipment,Exported,,2024-01-20
Plastic,REC-2870-Q4 2024-SITE-D-PL01,,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-11-25
Plastic,REC-2871-2024-Q3-SITE-A-PL02,2024-Q3,ORG-12345,SITE-A,England,Tertiary,Imported,,2024-10-29
Plastic,REC-2872-Q4 2024-SITE-E-PL02,,ORG-12345,SITE-E,England,Primary,Imported,,2024-04-01
Other,REC-2873-Q4 2024-SITE-C-OT01,,ORG-12345,SITE-C,Wales,Secondary,Supplied as goods,,2024-04-05
Glass,REC-2874-Q2 2024-SITE-A-GL01,2024-Q2,ORG-12345,SITE-A,England,Secondary,Supplied as goods,,2024-07-05
Aluminium,REC-2875-2024-Q1-SITE-D-AL01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-05-27
Other,REC-2876-Q4 2024-SITE-C-OT01,,ORG-12345,SITE-C,Wales,Shipment,Imported,,2024-03-22
Plastic,REC-2877-Q4 2024-SITE-A-PL01,,ORG-12345,SITE-A,England,Primary,Imported,,2024-08-11
Fibre-based composite,REC-2878-Q2 2024-SITE-D-FB01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-12-08
Steel,REC-2879-2024-Q3-SITE-D-ST01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Tertiary,Supplied as goods,,2024-04-07
Paper/card,REC-2880-2024-Q3-SITE-E-PC01,2024-Q3,ORG-12345,SITE-E,England,Primary,Supplied as goods,,2024-03-04
Plastic,REC-2881-2024-Q1-SITE-B-PL01,2024-Q1,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-07-12
Plastic,REC-2882-Q2 2024-SITE-A-PL01,2024-Q2,ORG-12345,SITE-A,England,Primary,Imported,,2024-07-03
Plastic,REC-2883-Q4 2024-SITE-B-PL02,,ORG-12345,SITE-B,Scotland,Shipment,Supplied as goods,,2024-04-21
Steel,REC-2884-Q4 2024-SITE-C-ST01,,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-10-22
Plastic,REC-2885-Q4 2024-SITE-D-PL01,,ORG-12345,SITE-D,Northern Ireland,Tertiary,Imported,,2024-05-09
Paper/card,REC-2886-2024-Q3-SITE-D-PC01,2024-Q3,ORG-12345,SITE-D,Northern Ireland,Primary,Supplied as goods,,2024-11-21
Plastic,REC-2887-Q4 2024-SITE-A-PL02,,ORG-12345,SITE-A,England,Tertiary,Imported,,2024-05-16
Glass,REC-2888-2024-Q3-SITE-C-GL01,2024-Q3,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-04-22
Steel,REC-2889-2024-Q1-SITE-E-ST01,2024-Q1,ORG-12345,SITE-E,England,Primary,Exported,,2024-07-10
Other,REC-2890-Q4 2024-SITE-C-OT01,,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-06-01
Fibre-based composite,REC-2891-2024-Q1-SITE-D-FB01,2024-Q1,ORG-12345,SITE-D,Northern Ireland,Tertiary,Imported,,2024-09-22
Wood,REC-2892-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Primary,Supplied as goods,,2024-06-22
Plastic,REC-2893-Q2 2024-SITE-E-PL02,2024-Q2,ORG-12345,SITE-E,England,Shipment,Imported,,2024-02-25
Other,REC-2894-Q2 2024-SITE-D-OT01,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-02-04
Aluminium,REC-2895-2024-Q1-SITE-C-AL01,2024-Q1,ORG-12345,SITE-C,Wales,Shipment,Imported,,2024-08-29
Other,REC-2896-2024-Q3-SITE-B-OT01,2024-Q3,ORG-12345,SITE-B,Scotland,Shipment,Supplied as goods,,2024-07-28
Steel,REC-2897-Q2 2024-SITE-B-ST01,2024-Q2,ORG-12345,SITE-B,Scotland,Tertiary,Imported,,2024-08-15
Glass,REC-2898-2024-Q3-SITE-C-GL01,2024-Q3,ORG-12345,SITE-C,Wales,Primary,Supplied as goods,,2024-09-28
Other,REC-2899-Q2 2024-SITE-A-OT01,2024-Q2,ORG-12345,SITE-A,England,Primary,Imported,,2024-12-27
Plastic,REC-2900-2024-Q1-SITE-B-PL02,2024-Q1,ORG-12345,SITE-B,Scotland,Shipment,Exported,,2024-04-26
Glass,REC-2901-2024Q2-SITE-C-GL01,2024-Q2,ORG-12345,SITE-C,Wales,Tertiary,Imported,,2024-07-06
Other,REC-2902-Q2 2024-SITE-B-OT01,2024-Q2,ORG-12345,SITE-B,Scotland,Primary,Imported,,2024-03-16
Plastic,REC-2903-Q2 2024-SITE-D-PL02,2024-Q2,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-01-24
Paper/card,REC-2904-Q4 2024-SITE-D-PC01,,ORG-12345,SITE-D,Northern Ireland,Primary,Exported,,2024-07-19
Steel,REC-2905-Q2 2024-SITE-E-ST01,2024-Q2,ORG-12345,SITE-E,England,Secondary,Imported,,2024-04-24
Plastic,REC-2906-2024-Q3-SITE-E-PL02,2024-Q3,ORG-12345,SITE-E,England,Secondary,Supplied as goods,,2024-05-18
Steel,REC-2907-Q4 2024-SITE-B-ST01,,ORG-12345,SITE-B,Scotland,Secondary,Imported,,2024-03-15
Paper/card,REC-2908-Q2 2024-SITE-C-PC01,2024-Q2,ORG-12345,SITE-C,Wales,Tertiary,Exported,,2024-03-25
Fibre-based composite,REC-2909-2024-Q3-SITE-B-FB01,2024-Q3,ORG-12345,SITE-B,Scotland,Primary,Exported,,2024-10-25
Wood,REC-2910-2024-Q3-SITE-A-WD01,2024-Q3,ORG-12345,SITE-A,England,Primary,Supplied as goods,,2024-08-03
Aluminium,REC-2911-2024-Q3-SITE-A-AL01,2024-Q3,ORG-12345,SITE-A,England,Primary,Imported,,2024-03-21
Other,REC-2912-2024-Q1-SITE-C-OT01,2024-Q1,ORG-12345,SITE-C,Wales,Tertiary,Supplied as goods,,2024-10-20
